,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,name,gender,publish_date
21,21,PG12101_text,A Social History of the American Negro: Being a History of the Negro Problem in the United States. Including A History and Study of the Republic of Liberia,"Brawley, Benjamin Griffith",1882.0,1939.0,['en'],81,"{'African Americans -- Social conditions', 'United States -- Race relations', 'Slavery -- United States -- History', 'African Americans -- History', 'Liberia -- History'}",benjamin,M,1931
22,22,PG1214_text,The Street of Seven Stars,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],84,"{'Violinists -- Fiction', 'Americans -- Austria -- Fiction', 'Love stories', 'Young women -- Fiction', 'Vienna (Austria) -- Fiction'}",mary,F,1925
23,23,PG1218_text,The Adventures of Jimmie Dale,"Packard, Frank L. (Frank Lucius)",1877.0,1942.0,['en'],56,"{'Fiction', 'Detective and mystery stories'}",frank,M,1926
24,24,PG12296_text,"Camps and Trails in China: A Narrative of Exploration, Adventure, and Sport in Little-Known China","Andrews, Yvette Borup",1891.0,1959.0,['en'],106,"{'Natural history -- China -- Yunnan Sheng', 'Heller, Edmund, 1875-1939', 'Hunting -- China -- Yunnan Sheng', 'Andrews, Yvette Borup', 'Yunnan Sheng (China) -- Description and travel', 'Andrews, Roy Chapman, 1884-1960', 'Zoology -- China -- Yunnan Sheng', 'Asiatic Zoölogical Expedition (1916-1917)', 'China -- Description and travel', 'China -- Social life and customs -- 1912-1949'}",yvette,F,1940
25,25,PG12330_text,A Volunteer Poilu,"Beston, Henry",1888.0,1968.0,['en'],6,"{'World War, 1914-1918 -- Personal narratives'}",henry,M,1937
26,26,PG1245_text,Night and Day,"Woolf, Virginia",1882.0,1941.0,['en'],490,"{'Biographers -- Fiction', 'Love stories', 'Young women -- Fiction', 'London (England) -- Fiction', 'Poets -- Family relationships -- Fiction', 'Mothers and daughters -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Domestic fiction'}",virginia,F,1931
27,27,PG1250_text,Anthem,"Rand, Ayn",1905.0,1982.0,['en'],6751,"{'Individuality -- Fiction', 'Time travel -- Fiction', 'Men -- Psychology -- Fiction', 'Love stories', 'Psychological fiction', 'Science fiction'}",ayn,F,1954
28,28,PG1262_text,The Heritage of the Desert: A Novel,"Grey, Zane",1872.0,1939.0,['en'],87,"{'Utah -- Fiction', 'Mormons -- Fiction', 'Deserts -- Fiction', 'Western stories'}",zane,M,1921
29,29,PG1266_text,Lavender and Old Lace,"Reed, Myrtle",1874.0,1911.0,['en'],35,"{'American fiction -- 20th century', 'Love stories'}",myrtle,F,1923
30,30,PG1274_text,"Martin Hyde, the Duke's Messenger","Masefield, John",1878.0,1967.0,['en'],24,"{'Monmouth, James Scott, Duke of, 1649-1685 -- Fiction'}",john,M,1927
31,31,PG12904_text,Light,"Barbusse, Henri",1873.0,1935.0,['en'],12,"{'French fiction -- 20th century', 'World War, 1914-1918 -- Fiction'}",henri,M,1922
32,32,PG1297_text,The Iron Puddler: My Life in the Rolling Mills and What Came of It,"Davis, James J. (James John)",1873.0,1947.0,['en'],36,"{'Labor unions -- United States', 'Davis, James J. (James John), 1873-1947', 'Blue collar workers -- United States -- Biography'}",james,M,1922
33,33,PG1300_text,Riders of the Purple Sage,"Grey, Zane",1872.0,1939.0,['en'],496,"{'Western stories', 'Polygamy -- Fiction', 'Women ranchers -- Fiction', 'Utah -- Fiction', 'Mormon women -- Fiction'}",zane,M,1921
34,34,PG1306_text,Seven Men [Excerpts],"Beerbohm, Max, Sir",1872.0,1956.0,['en'],68,"{'Short stories', 'Character sketches'}",max,M,1921
35,35,PG13188_text,Putnam's Word Book: A Practical Aid in Expressing Ideas Through the Use of an Exact and Varied Vocabulary,"Flemming, Louis A. (Louis Andrew)",1875.0,,['en'],160,{'English language -- Synonyms and antonyms'},louis,M,1924
36,36,PG1329_text,A Voyage to Arcturus,"Lindsay, David",1876.0,1945.0,['en'],258,"{'Science fiction', 'Life on other planets -- Fiction', 'Quests (Expeditions) -- Fiction', 'Psychological fiction'}",david,M,1925
37,37,PG13388_text,"The Religious Spirit of the Slavs: Three Lectures Given in Lent, 1916","Velimirović, Nikolaj",1880.0,1956.0,['en'],45,"{'Orthodox Eastern Church', 'Slavs -- Religion'}",nikolaj,M,1929
38,38,PG1378_text,The Land of Footprints,"White, Stewart Edward",1873.0,1946.0,['en'],44,"{'Hunting -- Africa, East', 'Africa, East -- Description and travel'}",stewart,M,1922
39,39,PG13940_text,The Problem of China,"Russell, Bertrand",1872.0,1970.0,['en'],476,"{'China -- Civilization', 'China -- Foreign relations', 'China -- Politics and government'}",bertrand,M,1921
40,40,PG1402_text,Where the Blue Begins,"Morley, Christopher",1890.0,1957.0,['en'],49,"{'Didactic fiction', 'Fantasy fiction', 'Dogs -- Fiction'}",christopher,M,1939
41,41,PG14039_text,Through stained glass: A Novel,"Chamberlain, George Agnew",1879.0,1966.0,['en'],6,"{'Fathers and sons -- Fiction', 'Love stories'}",george,M,1928
42,42,PG140_text,The Jungle,"Sinclair, Upton",1878.0,1968.0,['en'],6167,"{'Working class -- Fiction', 'Stockyards -- Fiction', 'Political fiction', 'Lithuanian Americans -- Fiction', 'Meat industry and trade -- Fiction', 'Immigrants -- Fiction', 'Chicago (Ill.) -- Fiction'}",upton,M,1927
43,43,PG1429_text,"The Garden Party, and Other Stories","Mansfield, Katherine",1888.0,1923.0,['en'],2073,"{'New Zealand -- Social life and customs -- Fiction', 'Short stories, New Zealand'}",katherine,F,1937
44,44,PG1446_text,Perfect Behavior: A Guide for Ladies and Gentlemen in All Social Crises,"Stewart, Donald Ogden",1894.0,1980.0,['en'],96,{'Etiquette -- Humor'},donald,M,1943
45,45,PG14478_text,The Story of the American Legion: The Birth of the Legion,"Wheat, George Seay",1886.0,1937.0,['en'],32,"{'American Legion', 'World War, 1914-1918 -- Societies, etc.'}",george,M,1935
46,46,PG1449_text,The Valley of the Moon,"London, Jack",1876.0,1916.0,['en'],119,"{'Working class -- Fiction', 'California -- Fiction', 'Strikes and lockouts -- Fiction', 'Marriage -- Fiction', 'Farm life -- Fiction', 'Domestic fiction'}",jack,M,1925
47,47,PG144_text,The Voyage Out,"Woolf, Virginia",1882.0,1941.0,['en'],496,"{'Ocean travel -- Fiction', 'Bildungsromans', 'Love stories', 'Young women -- Fiction', 'British -- South America -- Fiction', 'Women travelers -- Fiction'}",virginia,F,1931
48,48,PG1457_text,Mistress Wilding,"Sabatini, Rafael",1875.0,1950.0,['en'],183,"{'War stories', 'Adventure stories', 'Love stories', 'Historical fiction'}",rafael,M,1924
49,49,PG14604_text,Scandinavian influence on Southern Lowland Scotch: A contribution to the study of the linguistic relations of English and Scandinavian,"Flom, George T. (George Tobias)",1871.0,1960.0,['en'],230,"{'Scots language -- Foreign words and phrases -- Scandinavian', 'Scots language'}",george,M,1920
50,50,PG14664_text,Things To Make,"Williams, Archibald",1871.0,1934.0,['en'],333,"{'Industrial arts', 'Do-it-yourself work'}",archibald,M,1920
51,51,PG1472_text,In a German Pension,"Mansfield, Katherine",1888.0,1923.0,['en'],124,{'Germany -- Social life and customs -- Fiction'},katherine,F,1937
52,52,PG14739_text,The Altar Steps,"MacKenzie, Compton",1883.0,1972.0,['en'],31,"{'Clergy -- England -- Fiction', 'Children of clergy -- Fiction'}",compton,M,1932
53,53,PG14878_text,The Relation of the Hrólfs Saga Kraka and the Bjarkarímur to Beowulf: A Contribution To The History Of Saga Development In England And The; Scandinavian Countries,"Olson, Oscar Ludvig",1872.0,,['en'],25,"{'Bjarkarimur', 'Hrólfs saga Kraka', 'Beowulf', 'England -- Civilization -- Scandinavian influences'}",oscar,M,1921
54,54,PG1493_text,The Legends of the Jews — Volume 1,"Ginzberg, Louis",1873.0,1953.0,['en'],376,"{'Bible. Old Testament -- Legends', 'Aggada -- Translations into English', 'Midrash -- Translations into English', 'Jewish legends'}",louis,M,1922
55,55,PG1494_text,The Legends of the Jews — Volume 2,"Ginzberg, Louis",1873.0,1953.0,['en'],84,"{'Bible. Old Testament -- Legends', 'Aggada -- Translations into English', 'Midrash -- Translations into English', 'Jewish legends'}",louis,M,1922
56,56,PG14960_text,The Silent Places,"White, Stewart Edward",1873.0,1946.0,['en'],15,{'Indians of North America -- Fiction'},stewart,M,1922
57,57,PG149_text,The Lost Continent,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],122,"{'Fantasy fiction', 'England -- Fiction', 'Science fiction'}",edgar,M,1924
58,58,PG15302_text,The Man with the Clubfoot,"Williams, Valentine",1883.0,1946.0,['en'],13,"{'Spy stories', 'Brothers -- Fiction', 'War stories', 'Mystery fiction', 'World War, 1914-1918 -- Secret service -- Fiction'}",valentine,M,1932
59,59,PG15535_text,Violin Mastery: Talks with Master Violinists and Teachers,"Martens, Frederick Herman",1874.0,1932.0,['en'],115,"{'Violin -- Instruction and study', 'Violinists'}",frederick,M,1923
60,60,PG15600_text,Matisse Picasso and Gertrude Stein: With Two Shorter Stories,"Stein, Gertrude",1874.0,1946.0,['en'],69,"{'Experimental fiction, American'}",gertrude,F,1923
61,61,PG15776_text,The Economic Consequences of the Peace,"Keynes, John Maynard",1883.0,1946.0,['en'],1286,"{'Economic history -- 1918-1945', 'World War, 1914-1918 -- Economic aspects', 'Treaty of Versailles (1919 June 28)'}",john,M,1932
62,62,PG15843_text,"Slippy McGee, Sometimes Known as the Butterfly Man","Oemler, Marie Conway",1879.0,1932.0,['en'],32,"{'Amputees -- Fiction', 'Priests -- Fiction', 'Entomologists -- Fiction', 'South Carolina -- Fiction', 'Criminals -- Fiction'}",marie,F,1928
63,63,PG1601_text,The Breaking Point,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],109,"{'Man-woman relationships -- Fiction', 'Detective and mystery stories', 'Murder -- Fiction'}",mary,F,1925
64,64,PG1602_text,Dawn O'Hara: The Girl Who Laughed,"Ferber, Edna",1885.0,1968.0,['en'],37,"{'Women authors -- Fiction', 'Humorous stories', 'Reporters and reporting -- Fiction'}",edna,F,1934
65,65,PG1605_text,The Crock of Gold,"Stephens, James",1882.0,1950.0,['en'],110,"{'Pan (Greek deity) -- Fiction', 'Fairies -- Fiction', 'Ireland -- Fiction'}",james,M,1931
66,66,PG1615_text,"Old English Libraries: The Making, Collection, and Use of Books During the Middle Ages","Savage, Ernest Albert",1877.0,1966.0,['en'],104,"{'Libraries -- England -- History -- 400-1400', 'Manuscripts, Medieval -- England', 'Book collecting -- England -- History -- To 1500', 'Library catalogs -- England', 'Books and reading -- England -- History -- To 1500', 'Scriptoria -- England'}",ernest,M,1926
67,67,PG16316_text,Outdoor Sports and Games,"Miller, Claude Harris",1875.0,,['en'],43,"{'Outdoor life', 'Sports', 'Games'}",claude,M,1924
68,68,PG16653_text,Myths of Babylonia and Assyria,"Mackenzie, Donald A. (Donald Alexander)",1873.0,1936.0,['en'],526,"{'Assyro-Babylonian religion', 'Mythology, Assyro-Babylonian'}",donald,M,1922
69,69,PG16663_text,The Tale of Solomon Owl,"Bailey, Arthur Scott",1877.0,1949.0,['en'],55,"{'Animals -- Juvenile fiction', 'Owls -- Juvenile fiction'}",arthur,M,1926
70,70,PG16706_text,A Sixth-Century Fragment of the Letters of Pliny the Younger: A Study of Six Leaves of an Uncial Manuscript Preserved; in the Pierpont Morgan Library New York,"Rand, Edward Kennard",1871.0,1945.0,['en'],115,"{'Pliny, the Younger -- Correspondence', 'Manuzio, Aldo, 1449 or 50-1515', 'Manuscripts, Latin -- Facsimiles', 'Paleography, Latin'}",edward,M,1920
71,71,PG1671_text,When a Man Marries,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],43,"{'Marriage -- Fiction', 'Quarantine -- Fiction'}",mary,F,1925
72,72,PG16867_text,The Adventures of Odysseus and The Tales of Troy,"Colum, Padraic",1881.0,1972.0,['en'],144,"{'Odysseus, King of Ithaca (Mythological character) -- Juvenile literature', 'Mythology, Greek -- Juvenile literature', 'Trojan War -- Juvenile literature'}",padraic,M,1930
73,73,PG16879_text,Some One Like You,"Foley, James W. (James William)",1874.0,1939.0,['en'],7,{'Love poetry'},james,M,1923
74,74,PG1688_text,The People of the Abyss,"London, Jack",1876.0,1916.0,['en'],518,"{'Poor -- England -- London', 'London (England) -- Social conditions'}",jack,M,1925
75,75,PG1693_text,Dangerous Days,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],89,"{'United States -- Social life and customs -- 20th century -- Fiction', 'World War, 1914-1918 -- Fiction', 'Businessmen -- Fiction', 'Families -- Fiction'}",mary,F,1925
76,76,PG17211_text,A School History of the Great War,"Gerson, Armand Jacques",1881.0,,['en'],49,"{'World War, 1914-1918'}",armand,M,1930
77,77,PG17291_text,The Luck of Thirteen: Wanderings and Flight through Montenegro and Serbia,"Gordon, Cora",1879.0,1950.0,['en'],21,"{'Serbia -- Description and travel', 'Montenegro -- Description and travel', 'World War, 1914-1918 -- Personal narratives'}",cora,F,1928
78,78,PG1741_text,The White Moll,"Packard, Frank L. (Frank Lucius)",1877.0,1942.0,['en'],25,"{'Gangsters -- New York (State) -- New York -- Fiction', 'Mystery fiction'}",frank,M,1926
79,79,PG1747_text,The Red Seal,"Lincoln, Natalie Sumner",1881.0,1935.0,['en'],25,{'Fiction'},natalie,F,1930
80,80,PG17530_text,Maida's Little Shop,"Gillmore, Inez Haynes",1873.0,1970.0,['en'],86,"{'Sick children -- Juvenile fiction', 'Children of the rich -- Juvenile fiction', 'Girls -- Juvenile fiction'}",inez,F,1922
81,81,PG17535_text,The Jester of St. Timothy's,"Pier, Arthur Stanwood",1874.0,1966.0,['en'],11,"{'Private schools -- Juvenile fiction', 'Sports stories'}",arthur,M,1923
82,82,PG17613_text,The Land of the Black Mountain: The Adventures of Two Englishmen in Montenegro,"Wyon, Reginald",1872.0,1921.0,['en'],35,{'Montenegro -- Description and travel'},reginald,M,1921
83,83,PG17642_text,Romance,"Ford, Ford Madox",1873.0,1939.0,['en'],51,{'Fiction'},ford,M,1922
84,84,PG17695_text,"A history of China., [3d ed. rev. and enl.]","Eberhard, Wolfram",1909.0,1989.0,['en'],198,{'China -- History'},wolfram,M,1958
85,85,PG17928_text,The Influence of India and Persia on the Poetry of Germany,"Remy, Arthur F. J.",1871.0,1954.0,['en'],50,"{'Comparative literature -- Sanskrit and German', 'Comparative literature -- German and Persian', 'German literature -- History and criticism', 'Comparative literature -- German and Sanskrit', 'Comparative literature -- Persian and German'}",arthur,M,1920
86,86,PG17958_text,Warlord of Kor,"Carr, Terry",1937.0,1987.0,['en'],15,{'Science fiction'},terry,M,1986
87,87,PG1803_text,Wyoming: A Story of the Outdoor West,"Raine, William MacLeod",1871.0,1954.0,['en'],36,"{'Wyoming -- Fiction', 'Western stories'}",william,M,1920
88,88,PG1809_text,Bucky O'Connor: A Tale of the Unfenced Border,"Raine, William MacLeod",1871.0,1954.0,['en'],45,"{'Fiction', 'Western stories'}",william,M,1920
89,89,PG1814_text,The Agony Column,"Biggers, Earl Derr",1884.0,1933.0,['en'],38,"{'Detective and mystery stories', 'Courtship -- Fiction', 'London (England) -- Fiction', 'Americans -- England -- Fiction'}",earl,M,1933
90,90,PG1825_text,The Adventures of Reddy Fox,"Burgess, Thornton W. (Thornton Waldo)",1874.0,1965.0,['en'],168,"{'Animals -- Juvenile fiction', 'Foxes -- Juvenile fiction'}",thornton,M,1923
91,91,PG1840_text,The Financier: A Novel,"Dreiser, Theodore",1871.0,1945.0,['en'],315,"{'Capitalists and financiers -- Fiction', 'Psychological fiction'}",theodore,M,1920
92,92,PG1845_text,"Zuleika Dobson; Or, An Oxford Love Story","Beerbohm, Max, Sir",1872.0,1956.0,['en'],187,"{'University of Oxford -- Fiction', 'College students -- Fiction', 'Love stories', 'Young women -- Fiction', 'College stories', 'Oxford (England) -- Fiction'}",max,M,1921
93,93,PG1846_text,The Vision Splendid,"Raine, William MacLeod",1871.0,1954.0,['en'],31,"{'Fiction', 'Western stories'}",william,M,1920
94,94,PG18599_text,Bully and Bawly No-Tail (the Jumping Frogs),"Garis, Howard Roger",1873.0,1962.0,['en'],26,"{'Frogs -- Juvenile fiction', 'Animals -- Juvenile fiction'}",howard,M,1922
95,95,PG1869_text,The Man in Lower Ten,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],151,"{'Railroad travel -- Fiction', 'Detective and mystery stories', 'Murder -- Fiction'}",mary,F,1925
96,96,PG18729_text,Lourdes,"Benson, Robert Hugh",1871.0,1914.0,['en'],36,"{'Lourdes (France)', 'Miracles'}",robert,M,1920
97,97,PG18743_text,Krindlesyke,"Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],11,{'Drama'},wilfrid,M,1927
98,98,PG18766_text,Early Reviews of English Poets,"Haney, John Louis",1877.0,1960.0,['en'],27,{'English poetry -- Book reviews'},john,M,1926
99,99,PG1881_text,The Call of the Canyon,"Grey, Zane",1872.0,1939.0,['en'],146,"{'Western stories', 'Arizona -- Fiction', 'Fiancés -- Fiction', 'World War, 1914-1918 -- Veterans -- Fiction', 'Frontier and pioneer life -- West (U.S.) -- Fiction'}",zane,M,1921
100,100,PG1882_text,The Young Forester,"Grey, Zane",1872.0,1939.0,['en'],58,"{'Arizona -- Fiction', 'Bildungsromans', 'Western stories'}",zane,M,1921
101,101,PG18916_text,Daughter of the Sun: A Tale of Adventure,"Gregory, Jackson",1882.0,1943.0,['en'],30,"{'Adventure stories', 'Fantasy fiction', 'Western stories', 'Science fiction'}",jackson,M,1931
102,102,PG1897_text,The Seventh Man,"Brand, Max",1892.0,1944.0,['en'],86,"{'Fiction', 'Western stories'}",max,M,1941
103,103,PG19042_text,Animal Figures in the Maya Codices,"Allen, Glover M. (Glover Morrill)",1879.0,1942.0,['en'],98,"{'Mayas -- Antiquities', 'Mayan languages -- Writing'}",glover,M,1928
104,104,PG19104_text,Secret Societies And Subversive Movements,"Webster, Nesta Helen",1876.0,1960.0,['en'],277,{'Secret societies'},nesta,M,1925
105,105,PG1913_text,The Drums of Jeopardy,"MacGrath, Harold",1871.0,1932.0,['en'],32,"{'Anarchists -- Fiction', 'Suspense fiction', 'Jewel thieves -- Fiction', 'New York (N.Y.) -- Fiction', 'Precious stones -- Fiction'}",harold,M,1920
106,106,PG19168_text,Studies in Forensic Psychiatry,"Glueck, Bernard",1883.0,,['en'],33,"{'Psychology, Pathological', 'Insanity (Law)', 'Mentally ill offenders'}",bernard,M,1932
107,107,PG19200_text,"The History of a Lie: ""The Protocols of the Wise Men of Zion""","Bernstein, Herman",1876.0,1935.0,['en'],60,"{'Jews', 'Protocols of the wise men of Zion'}",herman,M,1925
108,108,PG19393_text,Plays of Near & Far,"Dunsany, Lord",1878.0,1957.0,['en'],28,{'Drama'},lord,M,1927
109,109,PG19435_text,The Mule-Bone:: A Comedy of Negro Life in Three Acts,"Hughes, Langston",1902.0,1967.0,['en'],156,{'African Americans -- Drama'},langston,M,1951
110,110,PG1947_text,Scaramouche: A Romance of the French Revolution,"Sabatini, Rafael",1875.0,1950.0,['en'],379,"{'War stories', 'Adventure stories', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Love stories'}",rafael,M,1924
111,111,PG1956_text,And Even Now,"Beerbohm, Max, Sir",1872.0,1956.0,['en'],104,{'English essays'},max,M,1921
112,112,PG1960_text,Sight Unseen,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],38,"{'Fiction', 'Detective and mystery stories'}",mary,F,1925
113,113,PG1965_text,Captain Blood,"Sabatini, Rafael",1875.0,1950.0,['en'],494,"{'Adventure stories', 'Pirates -- Fiction', 'Caribbean Area -- Fiction', 'Physicians -- Fiction', 'Historical fiction', 'British -- Caribbean Area -- Fiction', 'Sea stories'}",rafael,M,1924
114,114,PG1966_text,The Path of the King,"Buchan, John",1875.0,1940.0,['en'],53,"{'War stories', 'Historical fiction', 'Kings and rulers -- Fiction'}",john,M,1924
115,115,PG1970_text,A Poor Wise Man,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],53,{'Mystery fiction'},mary,F,1925
116,116,PG19810_text,My Ántonia,"Cather, Willa",1873.0,1947.0,['en'],319,"{'Women immigrants -- Fiction', 'Married women -- Fiction', ""Farmers' spouses -- Fiction"", 'Women pioneers -- Fiction', 'Western stories', 'Nebraska -- Fiction', 'Farm life -- Fiction', 'Friendship -- Fiction', 'Domestic fiction', 'Frontier and pioneer life -- Nebraska -- Fiction', 'Czech Americans -- Fiction'}",willa,F,1922
117,117,PG19815_text,"Roy Blakeley, Pathfinder","Fitzhugh, Percy Keese",1876.0,1950.0,['en'],13,{'Boy Scouts of America -- Juvenile fiction'},percy,M,1925
118,118,PG19963_text,Stop Look and Dig,"Smith, George O. (George Oliver)",1911.0,1981.0,['en'],21,"{'Extrasensory perception -- Fiction', 'Telepathy -- Fiction', 'Science fiction'}",george,M,1960
119,119,PG19964_text,Regeneration,"Dye, Charles",1925.0,1960.0,['en'],11,{'Science fiction'},charles,M,1974
120,120,PG19965_text,Measles,"Rucker, William Colby",1875.0,,['en'],7,{'Measles'},william,M,1924
121,121,PG19978_text,35 Sonnets,"Pessoa, Fernando",1888.0,1935.0,['en'],67,{'Poetry'},fernando,M,1937
122,122,PG1999_text,Crome Yellow,"Huxley, Aldous",1894.0,1963.0,['en'],344,"{'Country homes -- Fiction', 'Intellectuals -- Fiction', 'Satire', 'England -- Fiction', 'Humorous stories'}",aldous,M,1943
123,123,PG2013_text,The Pit-Prop Syndicate,"Crofts, Freeman Wills",1879.0,1957.0,['en'],61,"{'Organized crime -- England -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction', 'British -- France -- Fiction', 'Police -- England -- Fiction'}",freeman,M,1928
124,124,PG20147_text,Rip Foster Rides the Gray Planet,"Goodwin, Harold L. (Harold Leland)",1914.0,1990.0,['en'],36,"{'Space flight -- Juvenile fiction', 'Science fiction'}",harold,M,1963
125,125,PG20469_text,Ballads of Romance and Chivalry: Popular Ballads of the Olden Times - First Series,"Sidgwick, Frank",1879.0,1939.0,['en'],50,"{'Ballads, English -- Texts'}",frank,M,1928
126,126,PG2067_text,"Beasts, Men and Gods","Ossendowski, Ferdynand Antoni",1878.0,1945.0,['en'],337,"{'Mongolia -- Description and travel', 'Communism -- Soviet Union'}",ferdynand,M,1927
127,127,PG20769_text,A Field Book of the Stars,"Olcott, William Tyler",1873.0,1936.0,['en'],137,"{'Constellations', 'Astronomy'}",william,M,1922
128,128,PG20840_text,Rebel Spurs,"Norton, Andre",1912.0,2005.0,['en'],117,"{'Western stories', 'Arizona -- Fiction', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'False arrest -- Fiction', 'Fathers and sons -- Fiction', 'Historical fiction', 'Veterans -- United States -- 19th century -- Fiction', 'False personation -- Fiction'}",andre,M,1961
129,129,PG20885_text,The Promised Land,"Antin, Mary",1881.0,1949.0,['en'],117,"{'Immigrants -- United States -- Biography', 'Jews -- United States -- Biography', 'Antin, Mary, 1881-1949', 'Jews -- Belarus -- Polatsk -- Biography'}",mary,F,1930
