,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,name,gender,publish_date
445,445,PG40721_text,Dan Carter and the Cub Honor,"Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,['en'],27,"{'Basketball stories', 'Cub Scouts -- Juvenile fiction', 'Mystery and detective stories', 'Malicious mischief -- Juvenile fiction'}",mildred,F,1954
446,446,PG40722_text,Dan Carter and the Great Carved Face,"Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,['en'],18,"{'Caves -- Juvenile fiction', 'Cub Scouts -- Juvenile fiction', 'Mystery and detective stories'}",mildred,F,1954
447,447,PG40784_text,"Ossian in Germany: Bibliography, General Survey, Ossian's Influence upon Klopstock and the Bards","Tombo, Rudolf",1875.0,1914.0,['en'],50,"{'Ossian, active 3rd century -- In literature', 'German literature -- Celtic influences', 'Literary forgeries and mystifications -- History -- 18th century', 'Celts in literature', 'Medievalism -- Scotland -- History -- 18th century', 'Macpherson, James, 1736-1796 -- Appreciation -- Germany', 'Macpherson, James, 1736-1796 -- Influence', 'Macpherson, James, 1736-1796. Ossian', 'Klopstock, Friedrich Gottlieb, 1724-1803 -- Knowledge -- Literature', 'Middle Ages in literature', 'Bards and bardism in literature'}",rudolf,M,1924
448,448,PG40786_text,"The Black Riders, and Other Lines","Crane, Stephen",1871.0,1900.0,['en'],63,{'American poetry -- 19th century'},stephen,M,1920
449,449,PG40806_text,Little Jeanne of France,"Brandeis, Madeline",1897.0,1937.0,['en'],18,"{'Children -- Juvenile fiction', 'Paris (France) -- Juvenile fiction'}",madeline,F,1946
450,450,PG40826_text,The Group Mind: A Sketch of the Principles of Collective Psychology: With Some Attempt to Apply Them to the Interpretation of National Life and Character,"McDougall, William",1871.0,1938.0,['en'],111,"{'Social psychology', 'Ethnopsychology', 'National characteristics'}",william,M,1920
451,451,PG40852_text,Instigations: Together with An Essay on the Chinese Written Character,"Pound, Ezra",1885.0,1972.0,['en'],396,"{'French poetry -- 19th century -- History and criticism', 'English literature -- 20th century -- History and criticism', 'Greek language -- Translating', 'Chinese language -- Writing'}",ezra,M,1934
452,452,PG40856_text,Little Philippe of Belgium,"Brandeis, Madeline",1897.0,1937.0,['en'],9,"{'Belgium -- Juvenile fiction', 'Children -- Juvenile fiction'}",madeline,F,1946
453,453,PG40866_text,The Rival Submarines,"Westerman, Percy F. (Percy Francis)",1876.0,1959.0,['en'],16,"{'Submarines (Ships) -- Juvenile fiction', 'Sea stories'}",percy,M,1925
454,454,PG40909_text,"Anthony Trent, Master Criminal","Martyn, Wyndham",1875.0,,['en'],28,"{'Criminals -- Fiction', 'Detective and mystery stories'}",wyndham,M,1924
455,455,PG40921_text,Grim: The Story of a Pike,"Fleuron, Svend",1874.0,1966.0,['en'],51,{'Pike'},svend,M,1923
456,456,PG40939_text,Under Cover,"Megrue, Roi Cooper",1883.0,1927.0,['en'],14,"{'Mystery fiction', 'Smuggling -- Fiction'}",roi,M,1932
457,457,PG40975_text,Life in a Railway Factory,"Williams, Alfred",1877.0,1930.0,['en'],27,"{'Great Western Railway (Great Britain) -- Employees', 'Railroads -- Employees', 'Railroads -- Great Britain -- Employees', 'Working class -- Great Britain'}",alfred,M,1926
458,458,PG41043_text,The Old First Massachusetts Coast Artillery in War and Peace,"Cutler, Frederick Morse",1874.0,1944.0,['en'],57,{'Massachusetts artillery -- 1st coast artillery regt. -- 1784-'},frederick,M,1923
459,459,PG41122_text,Rayton: A Backwoods Mystery,"Roberts, Theodore Goodridge",1877.0,1953.0,['en'],20,{'Fiction'},theodore,M,1926
460,460,PG41160_text,"The Romance of Modern Invention: Containing Interesting Descriptions in Non-technical Language of Wireless Telegraphy, Liquid Air, Modern Artillery, Submarines, Dirigible Torpedoes, Solar Motors, Airships, &c. &c.","Williams, Archibald",1871.0,1934.0,['en'],56,{'Inventions'},archibald,M,1920
461,461,PG41178_text,"""I Believe"" and other essays","Thorne, Guy",1875.0,1923.0,['en'],42,{'English essays'},guy,M,1924
462,462,PG41252_text,The Assault: Germany Before the Outbreak and England in War-Time,"Wile, Frederic William",1873.0,1941.0,['en'],27,"{'World War, 1914-1918'}",frederic,M,1922
463,463,PG41259_text,Dan Carter and the Haunted Castle,"Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,['en'],11,"{'Cub Scouts -- Juvenile fiction', 'Mystery and detective stories', 'Haunted houses -- Juvenile fiction'}",mildred,F,1954
464,464,PG41260_text,Dan Carter-- Cub Scout,"Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,['en'],8,"{'Pheasants -- Juvenile fiction', 'Cub Scouts -- Juvenile fiction', 'Thieves -- Juvenile fiction', 'Mystery and detective stories'}",mildred,F,1954
465,465,PG41261_text,Dan Carter and the Money Box,"Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,['en'],20,"{'Tramps -- Juvenile fiction', 'Cub Scouts -- Juvenile fiction', 'Mystery and detective stories', 'Theft -- Juvenile fiction'}",mildred,F,1954
466,466,PG41262_text,"Dan Carter, Cub Scout, and the River Camp","Wirt, Mildred A. (Mildred Augustine)",1905.0,2002.0,['en'],36,"{'Rivers -- Juvenile fiction', 'Mystery and detective stories', 'Cub Scouts -- Juvenile fiction', 'Thieves -- Juvenile fiction', 'Camping -- Juvenile fiction'}",mildred,F,1954
467,467,PG41265_text,The Ocean Wireless Boys and the Lost Liner,"Goldfrap, John Henry",1879.0,1917.0,['en'],14,"{'Telegraph, Wireless -- Juvenile fiction'}",john,M,1928
468,468,PG41327_text,"New Subspecies of the Rodent Baiomys from Central America: University of Kansas Publications, Museum of Natural History","Packard, Robert L. (Robert Lewis)",1928.0,,['en'],9,{'Mice'},robert,M,1977
469,469,PG41348_text,Boys and Girls of Colonial Days,"Bailey, Carolyn Sherwin",1875.0,1961.0,['en'],44,"{'Patriotism -- Juvenile fiction', 'United States -- History -- Colonial period, ca. 1600-1775 -- Juvenile fiction', ""Children's stories"", 'Colonists -- Juvenile fiction', 'Children -- United States -- Juvenile fiction'}",carolyn,F,1924
470,470,PG41356_text,Letty and the Twins,"Griffith, Helen Sherman",1873.0,1961.0,['en'],16,"{'Circus -- Juvenile fiction', 'Farm life -- Juvenile fiction', 'Twins -- Juvenile fiction', 'Friendship -- Juvenile fiction'}",helen,F,1922
471,471,PG41423_text,The Cubies' ABC,"Lyall, Mary Chase Mills",1879.0,,['en'],12,"{'Armory Show (1913 : New York, N.Y.)', 'Alphabet rhymes', 'Cubism -- Humor', 'Art, Modern -- 20th century -- Humor'}",mary,F,1928
472,472,PG41460_text,The King of Alsander,"Flecker, James Elroy",1884.0,1915.0,['en'],36,"{'Kings and rulers -- Fiction', 'Princesses -- Fiction', 'Imaginary places -- Fiction', 'Grocers -- Fiction'}",james,M,1933
473,473,PG41466_text,The Daffodil Fields,"Masefield, John",1878.0,1967.0,['en'],43,{'English poetry'},john,M,1927
474,474,PG41467_text,The Everlasting Mercy,"Masefield, John",1878.0,1967.0,['en'],39,{'English poetry'},john,M,1927
475,475,PG41468_text,The Widow in the Bye Street,"Masefield, John",1878.0,1967.0,['en'],31,{'English poetry'},john,M,1927
476,476,PG41477_text,"Humphrey, Duke of Gloucester: A Biography","Vickers, Kenneth Hotham",1881.0,1958.0,['en'],50,"{'Nobility -- Great Britain -- Biography', 'Humphrey, Duke of Gloucester, 1391-1447', 'Great Britain -- History -- Lancaster and York, 1399-1485 -- Biography'}",kenneth,M,1930
477,477,PG41487_text,Ian Hamilton's March,"Churchill, Winston",1874.0,1965.0,['en'],28,"{'South African War, 1899-1902', 'Hamilton, Ian, Sir, 1853-1947'}",winston,M,1923
478,478,PG41512_text,The Young Continentals at Bunker Hill,"McIntyre, John T. (John Thomas)",1871.0,1951.0,['en'],25,"{'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction', 'Bunker Hill, Battle of, Boston, Mass., 1775 -- Juvenile fiction', 'Historical fiction'}",john,M,1920
479,479,PG41534_text,Langford of the Three Bars,"Boyles, Virgil D. (Virgil Dillin)",1872.0,,['en'],29,"{'Ranch life -- Fiction', 'Cowboys -- Fiction', 'Western stories'}",virgil,M,1921
480,480,PG41560_text,The Playground of Satan,"Baskerville, Beatrice C.",1878.0,1955.0,['en'],18,"{'World War, 1914-1918 -- Fiction'}",beatrice,F,1927
481,481,PG41607_text,"Oom Paul's People: A Narrative of the British-Boer Troubles in South Africa, with a History of the Boers, the Country, and Its Institutions","Hillegas, Howard Clemens",1872.0,1918.0,['en'],38,"{'Transvaal (South Africa) -- History -- 1880-1910', 'Kruger, Paul, 1825-1904', 'Afrikaners -- History'}",howard,M,1921
482,482,PG41622_text,"Futuria Fantasia, Summer 1939","Bradbury, Ray",1920.0,2012.0,['en'],86,"{'Science fiction -- Periodicals', 'Zines'}",ray,M,1969
483,483,PG41624_text,"Futuria Fantasia, Fall 1939","Bradbury, Ray",1920.0,2012.0,['en'],77,"{'Science fiction -- Periodicals', 'Zines'}",ray,M,1969
484,484,PG41652_text,The Wages of Virtue,"Wren, Percival Christopher",1885.0,1941.0,['en'],35,{'France. Armée. Légion étrangère -- Fiction'},percival,M,1934
485,485,PG41656_text,Tom Moore: An Unhistorical Romance: Founded on Certain Happenings in the Life of Ireland's Greatest Poet,"Sayre, Theodore Burt",1874.0,1954.0,['en'],22,"{'Moore, Thomas, 1779-1852 -- Fiction'}",theodore,M,1923
486,486,PG416_text,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life","Anderson, Sherwood",1876.0,1941.0,['en'],829,"{'Pastoral fiction', 'Ohio -- Social life and customs -- Fiction', 'City and town life -- Fiction'}",sherwood,M,1925
487,487,PG41704_text,The Religion of Ancient Palestine in the Second Millenium B.C.,"Cook, Stanley Arthur",1873.0,1949.0,['en'],45,"{'Bible -- Antiquities', 'Palestine -- Religion', 'Excavations (Archaeology) -- Palestine', 'Palestine -- Antiquities'}",stanley,M,1922
488,488,PG41707_text,The Development of Metaphysics in Persia: A Contribution to the History of Muslim Philosophy,"Iqbal, Muhammad, Sir",1877.0,1938.0,['en'],228,"{'Philosophy, Iranian', 'Islamic philosophy', 'Islamic philosophy -- Iran'}",muhammad,M,1926
489,489,PG41719_text,White Fire,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],13,"{'Inventions -- Juvenile fiction', 'Detective and mystery stories', 'Steel industry and trade -- Juvenile fiction', 'Business intelligence -- Juvenile fiction'}",roy,M,1927
490,490,PG41725_text,"Surgery, with Special Reference to Podiatry","Adams, Edward",1877.0,,['en'],30,"{'Surgery', 'Foot -- Surgery'}",edward,M,1926
491,491,PG41772_text,The Silent Alarm,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],7,"{'Coal mines and mining -- Juvenile fiction', 'Kentucky -- Juvenile fiction', 'Rural schools -- Juvenile fiction', 'Railroad stories'}",roy,M,1927
492,492,PG41825_text,The Road Builders,"Merwin, Samuel",1874.0,1936.0,['en'],9,"{'Railroads -- United States -- Design and construction -- Fiction', 'Western stories'}",samuel,M,1923
493,493,PG41829_text,The Serf,"Thorne, Guy",1875.0,1923.0,['en'],35,"{'Serfs -- Fiction', 'Revenge -- Fiction', 'Murder -- Fiction', 'Great Britain -- History -- Stephen, 1135-1154 -- Fiction'}",guy,M,1924
494,494,PG41854_text,Polly the Pagan: Her Lost Love Letters,"Anderson, Isabel",1876.0,1948.0,['en'],22,"{'Epistolary fiction', 'Love stories', 'Young women -- Fiction', 'Americans -- Europe -- Fiction', 'Diary fiction'}",isabel,F,1925
495,495,PG41869_text,Old Tavern Signs: An Excursion in the History of Hospitality,"Endell, Fritz August Gottfried",1873.0,1955.0,['en'],52,"{'Inn signs', 'Taverns (Inns)'}",fritz,M,1922
496,496,PG41889_text,Benton of the Royal Mounted: A Tale of the Royal Northwest Mounted Police,"Kendall, Ralph S. (Ralph Selwood)",1878.0,1940.0,['en'],12,{'Royal Canadian Mounted Police -- Fiction'},ralph,M,1927
497,497,PG41926_text,"Friar Tuck: Being the Chronicles of the Reverend John Carmichael, of Wyoming, U. S. A.","Wason, Robert Alexander",1874.0,1955.0,['en'],36,"{'Wyoming -- Fiction', 'Western stories', 'Clergy -- Fiction'}",robert,M,1923
498,498,PG41964_text,"Mark Tidd, Editor","Kelland, Clarence Budington",1881.0,1964.0,['en'],13,"{'Michigan -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Newspaper editors -- Juvenile fiction', 'Friendship -- Juvenile fiction'}",clarence,M,1930
499,499,PG42016_text,The Purple Flame: A Mystery Story for Girls,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],8,"{'Alaska -- Description and travel -- Juvenile fiction', 'Hermits -- Juvenile fiction', 'Mystery and detective stories', 'Reindeer -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Alaska -- Social life and customs -- Juvenile fiction'}",roy,M,1927
500,500,PG42032_text,The Trail of the Seneca,"Braden, James A. (James Andrew)",1872.0,1955.0,['en'],27,"{'Delaware Indians -- Juvenile fiction', 'Seneca Indians -- Juvenile fiction', 'Frontier and pioneer life -- Juvenile fiction'}",james,M,1921
501,501,PG42051_text,Akra the Slave,"Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],8,{'Poetry'},wilfrid,M,1927
502,502,PG42052_text,"The Golden Helm, and Other Verse","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],3,{'English poetry'},wilfrid,M,1927
503,503,PG42086_text,The Boy Scouts at the Panama-Pacific Exposition,"Goldfrap, John Henry",1879.0,1917.0,['en'],13,"{'Boy Scouts of America -- Juvenile fiction', 'Panama-Pacific International Exposition (1915 : San Francisco, Calif.) -- Juvenile fiction', 'California -- Juvenile fiction'}",john,M,1928
504,504,PG42109_text,The Dull Miss Archinard,"Sedgwick, Anne Douglas",1873.0,1935.0,['en'],10,"{'Sisters -- Fiction', 'Man-woman relationships -- Fiction', 'Families -- Fiction'}",anne,F,1922
505,505,PG42130_text,For the Honor of Randall: A Story of College Athletics,"Chadwick, Lester",1873.0,1962.0,['en'],6,"{'College sports -- Juvenile fiction', 'Track and field -- Juvenile fiction'}",lester,M,1922
506,506,PG42155_text,Tom Slade on the River,"Fitzhugh, Percy Keese",1876.0,1950.0,['en'],32,{'Boy Scouts of America -- Juvenile fiction'},percy,M,1925
507,507,PG42171_text,Gypsy Verses,"Whitney, Helen Hay",1875.0,1944.0,['en'],9,{'American poetry'},helen,F,1924
508,508,PG4217_text,A Portrait of the Artist as a Young Man,"Joyce, James",1882.0,1941.0,['en'],5333,"{'Autobiographical fiction', 'Bildungsromans', 'Artists -- Fiction', 'Young men -- Fiction', 'Dublin (Ireland) -- Fiction'}",james,M,1931
509,509,PG42206_text,The Camp Fire Girls at the End of the Trail,"Vandercook, Margaret",1876.0,1958.0,['en'],13,"{'Adventure stories', 'Western stories', 'Grand Canyon (Ariz.) -- Description and travel -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Camp Fire Girls -- Juvenile fiction', 'Hiking -- Juvenile fiction', 'Young women -- Societies and clubs -- Juvenile fiction'}",margaret,F,1925
510,510,PG42225_text,The Ordeal of Mark Twain,"Brooks, Van Wyck",1886.0,1963.0,['en'],30,"{'Authors, American -- 19th century -- Biography', 'Twain, Mark, 1835-1910'}",van,M,1935
511,511,PG42284_text,Love Among the Ruins,"Deeping, Warwick",1877.0,1950.0,['en'],28,"{'Great Britain -- History -- Medieval period, 1066-1485 -- Fiction', 'Man-woman relationships -- Fiction'}",warwick,M,1926
512,512,PG42287_text,The Girl from the Big Horn Country,"Chase, Mary Ellen",1887.0,1973.0,['en'],21,"{'Boarding schools -- Juvenile fiction', 'Girls -- Juvenile fiction', 'Vermont -- Juvenile fiction'}",mary,F,1936
513,513,PG42346_text,A Possible Solution of the Number Series on Pages 51 to 58 of the Dresden Codex,"Guthe, Carl E. (Carl Eugen)",1893.0,1974.0,['en'],25,{'Codex Dresdensis Maya'},carl,M,1942
514,514,PG42348_text,The Spirit of the Links,"Leach, Henry",1874.0,,['en'],16,{'Golf -- Anecdotes'},henry,M,1923
515,515,PG42383_text,Hugh Walpole: An Appreciation,"Hergesheimer, Joseph",1880.0,1954.0,['en'],12,"{'Walpole, Hugh, 1884-1941'}",joseph,M,1929
516,516,PG42407_text,Misrepresentative Women,"Graham, Harry",1874.0,1936.0,['en'],24,"{'Nonsense verses', 'Humorous poetry', 'Biographical poetry'}",harry,M,1923
517,517,PG42430_text,Colonel Washington,"Hulbert, Archer Butler",1873.0,1933.0,['en'],12,"{'Washington, George, 1732-1799 -- Military leadership'}",archer,M,1922
518,518,PG42439_text,"""The Santa Fe Trail,"" and Other Poems","Wilson, Joseph Robert",1886.0,,['en'],1,{'Poetry'},joseph,M,1935
519,519,PG42441_text,The Coming of Cassidy—And the Others,"Mulford, Clarence Edward",1883.0,1956.0,['en'],41,"{'Cassidy, Hopalong (Fictitious character) -- Fiction', 'Western stories'}",clarence,M,1932
520,520,PG42446_text,Many Fronts,"Freeman, Lewis R. (Lewis Ransome)",1878.0,1960.0,['en'],28,"{'World War, 1914-1918 -- Personal narratives'}",lewis,M,1927
521,521,PG42517_text,Historic Inventions,"Holland, Rupert Sargent",1878.0,1952.0,['en'],90,{'Inventions'},rupert,M,1927
522,522,PG42519_text,Blackthorn Farm,"Applin, Arthur",1873.0,1949.0,['en'],20,{'Fiction'},arthur,M,1922
523,523,PG42520_text,A Marriage Under the Terror,"Wentworth, Patricia",1878.0,1961.0,['en'],29,"{'France -- History -- Revolution, 1789-1799 -- Fiction'}",patricia,F,1927
524,524,PG42521_text,God and the King,"Bowen, Marjorie",1888.0,1952.0,['en'],27,"{'James II, King of England, 1633-1701 -- Fiction', 'Great Britain -- History -- Revolution of 1688 -- Fiction'}",marjorie,F,1937
525,525,PG42531_text,The Honey-Pot,"Barcynska, Countess (Hélène)",1894.0,1964.0,['en'],20,"{'Theater -- Fiction', 'Young women -- Fiction', 'London (England) -- Fiction'}",countess,F,1943
526,526,PG42542_text,Lost Diaries,"Baring, Maurice",1874.0,1945.0,['en'],47,{'English wit and humor'},maurice,M,1923
527,527,PG42641_text,Friends,"Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],5,{'English poetry'},wilfrid,M,1927
528,528,PG42667_text,The Deserted City,"Sherman, Francis",1871.0,1926.0,['en'],11,"{'Canadian poetry', 'Sonnets'}",francis,M,1920
529,529,PG42668_text,Matins,"Sherman, Francis",1871.0,1926.0,['en'],7,{'Canadian poetry'},francis,M,1920
530,530,PG42677_text,"Fires - Book 1: The Stone, and Other Tales","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],11,"{'English poetry', 'Stories in rhyme'}",wilfrid,M,1927
531,531,PG42678_text,"Fires - Book 2: The Ovens, and Other Tales","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],7,"{'English poetry', 'Stories in rhyme'}",wilfrid,M,1927
532,532,PG42679_text,"Fires - Book 3: The Hare, and Other Tales","Gibson, Wilfrid Wilson",1878.0,1962.0,['en'],23,"{'English poetry', 'Stories in rhyme'}",wilfrid,M,1927
533,533,PG42687_text,The Seven Sleuths' Club,"Norton, Carol",1876.0,,['en'],16,"{'Young women -- Societies and clubs -- Juvenile fiction', 'Mystery and detective stories', 'Women detectives -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction'}",carol,F,1925
534,534,PG42688_text,The Red Lure,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],6,"{'Adventure stories', 'Americans -- Belize -- Juvenile fiction'}",roy,M,1927
535,535,PG42691_text,"The Joys of Being a Woman, and Other Papers","Kirkland, Winifred Margaretta",1872.0,1943.0,['en'],56,"{'American essays -- 20th century', 'Women'}",winifred,F,1921
536,536,PG42728_text,Forbidden Cargoes,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],5,"{'Belize -- Juvenile fiction', 'Detective and mystery stories'}",roy,M,1927
537,537,PG42755_text,The Firebug,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],8,"{'Detective and mystery stories', 'Arson -- Juvenile fiction'}",roy,M,1927
538,538,PG42800_text,"Buck Peters, Ranchman: Being the Story of What Happened When Buck Peters, Hopalong Cassidy, and Their Bar-20 Associates Went to Montana","Mulford, Clarence Edward",1883.0,1956.0,['en'],44,"{'Ranch life -- Fiction', 'Cassidy, Hopalong (Fictitious character) -- Fiction', 'Montana -- Fiction', 'Western stories'}",clarence,M,1932
539,539,PG42801_text,The Young Lovell: A Romance,"Ford, Ford Madox",1873.0,1939.0,['en'],20,"{'Great Britain -- History -- Tudors, 1485-1603 -- Fiction', 'Historical fiction'}",ford,M,1922
540,540,PG42804_text,"Buff: A Collie, and Other Dog-Stories","Terhune, Albert Payson",1872.0,1942.0,['en'],54,"{'Dogs -- Juvenile fiction', 'Short stories'}",albert,M,1921
541,541,PG42817_text,Lord Randolph Churchill,"Churchill, Winston",1874.0,1965.0,['en'],74,"{'Churchill, Randolph Henry Spencer, Lord, 1849-1895'}",winston,M,1923
542,542,PG42840_text,Sisters,"North, Grace May",1876.0,1960.0,['en'],52,"{'Mistaken identity -- Juvenile fiction', 'Mystery and detective stories', 'Identity (Philosophical concept) -- Juvenile fiction', 'Family -- Juvenile fiction', 'Sisters -- Juvenile fiction'}",grace,F,1925
543,543,PG42860_text,The Andes of Southern Peru: Geographical Reconnaissance along the Seventy-Third Meridian,"Bowman, Isaiah",1878.0,1950.0,['en'],21,"{'Peru -- Geography', 'Geology -- Andes', 'Yale Peruvian Expedition (1911)', 'Human geography -- Peru', 'Physical geography -- Peru'}",isaiah,M,1927
544,544,PG42880_text,Philosophy and the Social Problem,"Durant, Will",1885.0,1981.0,['en'],116,"{'Social problems', 'Philosophy'}",will,M,1934
545,545,PG42965_text,The Shadow of Life,"Sedgwick, Anne Douglas",1873.0,1935.0,['en'],21,{'Man-woman relationships -- Fiction'},anne,F,1922
546,546,PG42969_text,St. Nicholas: His Legend and His Rôle in the Christmas Celebration and Other Popular Customs,"McKnight, George Harley",1871.0,1951.0,['en'],22,"{'Christmas', 'Nicholas, Saint, Bishop of Myra'}",george,M,1920
547,547,PG4300_text,Ulysses,"Joyce, James",1882.0,1941.0,['en'],12842,"{'Alienation (Social psychology) -- Fiction', 'Artists -- Fiction', 'Jewish men -- Fiction', 'City and town life -- Fiction', 'Psychological fiction', 'Male friendship -- Fiction', 'Married people -- Fiction', 'Epic literature', 'Domestic fiction', 'Dublin (Ireland) -- Fiction'}",james,M,1931
548,548,PG43011_text,Roy Blakeley's Silver Fox Patrol,"Fitzhugh, Percy Keese",1876.0,1950.0,['en'],6,"{'Gold -- Juvenile fiction', 'Mystery fiction', 'Boy Scouts -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Thieves -- Juvenile fiction'}",percy,M,1925
549,549,PG43021_text,"Baseball Joe on the Giants; or, Making Good as a Ball Twirler in the Metropolis","Chadwick, Lester",1873.0,1962.0,['en'],17,"{'Diligence -- Juvenile fiction', 'Young men -- Conduct of life -- Juvenile fiction', 'Baseball players -- Juvenile fiction', 'Baseball stories', 'Theft -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'New York Giants (Baseball team) -- Juvenile fiction'}",lester,M,1922
550,550,PG43026_text,Cox—The Man,"Babson, Roger Ward",1875.0,1967.0,['en'],17,"{'Politicians -- United States -- Biography', 'Cox, James M. (James Middleton), 1870-1957'}",roger,M,1924
551,551,PG43035_text,My African Journey,"Churchill, Winston",1874.0,1965.0,['en'],93,"{'Churchill, Winston, 1874-1965 -- Travel -- Africa', 'Uganda -- Description and travel', 'Africa, East -- Description and travel', 'Nile River Valley -- Description and travel'}",winston,M,1923
552,552,PG43069_text,The Hundredth Chance,"Dell, Ethel M. (Ethel May)",1881.0,1939.0,['en'],31,"{'Horse trainers -- Fiction', 'England -- Social life and customs -- Fiction', 'Love stories', 'Young women -- Fiction', 'Social classes -- England -- Fiction'}",ethel,F,1930
553,553,PG43100_text,"""Tex""","Mulford, Clarence Edward",1883.0,1956.0,['en'],103,"{'Cassidy, Hopalong (Fictitious character) -- Fiction', 'Western stories'}",clarence,M,1932
554,554,PG43230_text,Johnny Longbow,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],16,{'Arctic regions -- Juvenile fiction'},roy,M,1927
555,555,PG43256_text,Witches Cove: A Mystery Story for Girls,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],12,"{'Boats and boating -- Juvenile fiction', 'Smugglers -- Juvenile fiction', 'Mystery and detective stories', 'Maine -- Description and travel -- Juvenile fiction', 'Airplanes -- Juvenile fiction'}",roy,M,1927
556,556,PG43264_text,The Phantom Airman,"Walker, Rowland",1876.0,1947.0,['en'],22,"{'Pirates -- Juvenile fiction', 'Aeronautics -- Juvenile fiction', 'Science fiction', 'Airships -- Juvenile fiction'}",rowland,M,1925
557,557,PG43265_text,"Under Wolfe's Flag; or, The Fight for the Canadas","Walker, Rowland",1876.0,1947.0,['en'],11,"{""Seven Years' War, 1756-1763 -- Juvenile fiction""}",rowland,M,1925
558,558,PG43273_text,"Zen Buddhism, and Its Relation to Art","Waley, Arthur",1889.0,1966.0,['en'],84,"{'Zen Buddhism', 'Buddhist art'}",arthur,M,1938
559,559,PG43274_text,"The Poet Li Po, A.D. 701-762","Waley, Arthur",1889.0,1966.0,['en'],111,"{'Li, Bai, 701-762'}",arthur,M,1938
560,560,PG43293_text,The Secret Cache: An Adventure and Mystery Story for Boys,"Brill, Ethel C. (Ethel Claire)",1877.0,,['en'],16,"{'Adventure stories', 'Indians of North America -- Juvenile fiction', 'Superior, Lake -- Juvenile fiction'}",ethel,F,1926
561,561,PG43304_text,The Nō Plays of Japan,"Waley, Arthur",1889.0,1966.0,['en'],137,"{'Japanese drama -- Translations into English', 'No plays -- Translations into English'}",arthur,M,1938
562,562,PG43362_text,Riddle of the Storm: A Mystery Story for Boys,"Snell, Roy J. (Roy Judson)",1878.0,1959.0,['en'],14,"{'Mystery and detective stories', 'Aircraft theft -- Juvenile fiction', 'Mines and mineral resources -- Juvenile fiction'}",roy,M,1927
563,563,PG43414_text,Rilla of the Lighthouse,"North, Grace May",1876.0,1960.0,['en'],20,"{'Reunions -- Juvenile fiction', 'Lighthouses -- Juvenile fiction', 'Bildungsromans', 'New England -- Juvenile fiction', 'Identity (Philosophical concept) -- Juvenile fiction'}",grace,F,1925
564,564,PG43447_text,The Tale of Reddy Woodpecker,"Bailey, Arthur Scott",1877.0,1949.0,['en'],22,"{'Conduct of life -- Juvenile fiction', 'Woodpeckers -- Juvenile fiction', 'Birds -- Juvenile fiction', 'Animals -- Juvenile fiction'}",arthur,M,1926
565,565,PG43455_text,"Baseball Joe in the World Series; or, Pitching for the Championship","Chadwick, Lester",1873.0,1962.0,['en'],20,"{'Diligence -- Juvenile fiction', 'Young men -- Conduct of life -- Juvenile fiction', 'Kidnapping -- Juvenile fiction', 'Baseball players -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Baseball stories', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'New York Giants (Baseball team) -- Juvenile fiction'}",lester,M,1922
566,566,PG43484_text,Beauty and the Beast: An Essay in Evolutionary Aesthetic,"McDowall, Stewart Andrew",1882.0,1935.0,['en'],23,{'Aesthetics'},stewart,M,1931
567,567,PG434_text,The Circular Staircase,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],339,"{'Murder -- Investigation -- Fiction', 'Country homes -- Fiction', 'Mystery fiction', 'Middle-aged women -- Fiction'}",mary,F,1925
568,568,PG43527_text,The Quest: A Romance,"Forman, Justus Miles",1875.0,1915.0,['en'],21,"{'Missing persons -- Fiction', 'Love stories', 'Paris (France) -- Fiction'}",justus,M,1924
