,Unnamed: 0,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,name,gender,publish_date
0,0,PG10007_text,Carmilla,"Le Fanu, Joseph Sheridan",1814.0,1873.0,['en'],4487,"{'Young women -- Fiction', 'Vampires -- Fiction'}",joseph,M,1864
1,1,PG10012_text,The Mountains of California,"Muir, John",1838.0,1914.0,['en'],90,"{'Mountain ecology -- California', 'Natural history -- Sierra Nevada (Calif. and Nev.)', 'Natural history -- California', 'Muir, John, 1838-1914 -- Travel -- Sierra Nevada (Calif. and Nev.)', 'Naturalists -- United States -- Biography', 'Mountain ecology -- Sierra Nevada (Calif. and Nev.)', 'California -- Description and travel', 'Sierra Nevada (Calif. and Nev.)'}",john,M,1888
2,2,PG10031_text,The Complete Poetical Works of Edgar Allan Poe: Including Essays on Poetry,"Poe, Edgar Allan",1809.0,1849.0,['en'],401,"{'Fantasy poetry, American'}",edgar,M,1859
3,3,PG10070_text,Stories of Great Americans for Little Americans,"Eggleston, Edward",1837.0,1902.0,['en'],145,{'United States -- Biography -- Juvenile literature'},edward,M,1887
4,4,PG10110_text,The Postmaster's Daughter,"Tracy, Louis",1863.0,1928.0,['en'],30,"{'Villages -- England -- Fiction', 'Detective and mystery stories'}",louis,M,1913
5,5,PG10140_text,Rhetoric and Poetry in the Renaissance: A Study of Rhetorical Terms in English Renaissance Literary Criticism,"Clark, Donald Lemen",1888.0,1966.0,['en'],76,"{'Poetry -- History and criticism', 'Criticism -- Great Britain -- History -- 17th century', 'Rhetoric -- Terminology', 'Renaissance', 'Criticism -- Great Britain -- History -- 16th century', 'English language -- Early modern, 1500-1700 -- Terms and phrases'}",donald,M,1938
6,6,PG10150_text,Dracula's Guest,"Stoker, Bram",1847.0,1912.0,['en'],779,"{'Short stories', 'Horror tales', 'Gothic fiction'}",bram,M,1897
7,7,PG1015_text,The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,"Parkman, Francis",1823.0,1893.0,['en'],410,"{'Parkman, Francis, 1823-1893 -- Travel -- West (U.S.)', 'Oregon National Historic Trail', 'Indians of North America -- West (U.S.)', 'California National Historic Trail', 'West (U.S.) -- Description and travel', 'West (U.S.) -- History -- To 1848', 'Frontier and pioneer life -- West (U.S.)'}",francis,M,1873
8,8,PG1017_text,The Soul of Man under Socialism,"Wilde, Oscar",1854.0,1900.0,['en'],438,{'Socialism'},oscar,M,1904
9,9,PG1018_text,The Water-Babies,"Kingsley, Charles",1819.0,1875.0,['en'],452,"{'Fairy tales -- England', 'Chimney sweeps -- Juvenile fiction'}",charles,M,1869
10,10,PG1019_text,"Poems by Currer, Ellis, and Acton Bell","Brontë, Anne",1820.0,1849.0,['en'],274,{'English poetry -- 19th century'},anne,F,1870
11,11,PG1022_text,Walking,"Thoreau, Henry David",1817.0,1862.0,['en'],593,"{'Walking', 'Nature', 'Essays'}",henry,M,1867
12,12,PG1024_text,The Wrecker,"Osbourne, Lloyd",1868.0,1947.0,['en'],119,"{'Shipwrecks -- Fiction', 'Avarice -- Fiction', 'Treasure troves -- Fiction'}",lloyd,M,1918
13,13,PG1027_text,The Lone Star Ranger: A Romance of the Border,"Grey, Zane",1872.0,1939.0,['en'],165,"{'Mexican-American Border Region -- Fiction', 'Western stories'}",zane,M,1922
14,14,PG1028_text,The Professor,"Brontë, Charlotte",1816.0,1855.0,['en'],321,"{'Brussels (Belgium) -- Fiction', 'Belgium -- Social life and customs -- 19th century -- Fiction', 'Women teachers -- Fiction', 'Love stories', 'British -- Belgium -- Fiction', 'Triangles (Interpersonal relations) -- Fiction'}",charlotte,F,1866
15,15,PG1029_text,The Night-Born,"London, Jack",1876.0,1916.0,['en'],186,"{'Short stories', 'Adventure and adventurers -- Fiction'}",jack,M,1926
16,16,PG102_text,The Tragedy of Pudd'nhead Wilson,"Twain, Mark",1835.0,1910.0,['en'],1102,"{'Infants switched at birth -- Fiction', 'Legal stories', 'Missouri -- Fiction', 'Race relations -- Fiction', 'Impostors and imposture -- Fiction', 'Passing (Identity) -- Fiction', 'Trials (Murder) -- Fiction'}",mark,M,1885
17,17,PG1031_text,"Charmides, and Other Poems","Wilde, Oscar",1854.0,1900.0,['en'],93,{'Poetry'},oscar,M,1904
18,18,PG1032_text,The Pupil,"James, Henry",1843.0,1916.0,['en'],214,{'Fiction'},henry,M,1893
19,19,PG10339_text,An Antarctic Mystery,"Verne, Jules",1828.0,1905.0,['en'],252,{'Antarctica -- Discovery and exploration -- Fiction'},jules,M,1878
20,20,PG10345_text,Domestic Manners of the Americans,"Trollope, Frances Milton",1780.0,1863.0,['en'],189,"{'Trollope, Frances Milton, 1780-1863 -- Travel -- United States', 'United States -- Social life and customs -- 1783-1865', 'United States -- Description and travel', 'United States -- Social conditions -- To 1865'}",frances,F,1830
21,21,PG10367_text,Poems,"Carr, John, Sir",1772.0,1832.0,['en'],7,{'Poetry'},john,M,1822
22,22,PG1036_text,Joe Wilson and His Mates,"Lawson, Henry",1867.0,1922.0,['en'],82,"{'Frontier and pioneer life -- Australia -- Fiction', 'Historical fiction', 'Australia -- Fiction'}",henry,M,1917
23,23,PG1038_text,Style,"Raleigh, Walter Alexander, Sir",1861.0,1922.0,['en'],45,"{'Style, Literary'}",walter,M,1911
24,24,PG103_text,Around the World in Eighty Days,"Verne, Jules",1828.0,1905.0,['en'],5170,"{'Adventure stories', 'Voyages around the world -- Fiction'}",jules,M,1878
25,25,PG1042_text,"A Reading of Life, with Other Poems","Meredith, George",1828.0,1909.0,['en'],14,{'English poetry'},george,M,1878
26,26,PG1044_text,Extract from Captain Stormfield's Visit to Heaven,"Twain, Mark",1835.0,1910.0,['en'],196,"{'Satire', 'Voyages, Imaginary', 'Ship captains -- Fiction', 'Religious fiction', 'Heaven -- Fiction'}",mark,M,1885
27,27,PG10453_text,A Practical Physiology: A Text-Book for Higher Schools,"Blaisdell, Albert F. (Albert Franklin)",1847.0,1927.0,['en'],107,"{'Human physiology', 'Physiology'}",albert,M,1897
28,28,PG1048_text,The Ruling Passion: Tales of Nature and Human Nature,"Van Dyke, Henry",1852.0,1933.0,['en'],25,"{'Fiction', 'Short stories, American'}",henry,M,1902
29,29,PG10538_text,Hyacinth,"Birmingham, George A.",1865.0,1950.0,['en'],42,"{'Ireland -- Fiction', 'Young men -- Fiction'}",george,M,1915
30,30,PG1053_text,Within the Tides: Tales,"Conrad, Joseph",1857.0,1924.0,['en'],56,"{'Short stories, English', 'Fiction'}",joseph,M,1907
31,31,PG1054_text,A Collection of Ballads,"Lang, Andrew",1844.0,1912.0,['en'],56,"{'Ballads, Scots -- Scotland -- Texts'}",andrew,M,1894
32,32,PG10552_text,Roy Blakeley: His Story,"Fitzhugh, Percy Keese",1876.0,1950.0,['en'],13,{'Boy Scouts of America -- Juvenile fiction'},percy,M,1926
33,33,PG1055_text,'Twixt Land & Sea: Tales,"Conrad, Joseph",1857.0,1924.0,['en'],79,"{'Ship captains -- Fiction', 'Indian Ocean -- Fiction'}",joseph,M,1907
34,34,PG1056_text,Martin Eden,"London, Jack",1876.0,1916.0,['en'],716,"{'Working class -- Fiction', 'Authors -- Fiction', 'San Francisco (Calif.) -- Fiction', 'Autobiographical fiction', 'Bildungsromans', 'Young men -- Fiction'}",jack,M,1926
35,35,PG1057_text,"Poems, with The Ballad of Reading Gaol","Wilde, Oscar",1854.0,1900.0,['en'],551,"{'Prisons -- Poetry', 'Poetry'}",oscar,M,1904
36,36,PG1058_text,The Mirror of the Sea,"Conrad, Joseph",1857.0,1924.0,['en'],128,"{'Seafaring life', 'Conrad, Joseph, 1857-1924 -- Travel'}",joseph,M,1907
37,37,PG10593_text,Great Possessions,"Grayson, David",1870.0,1946.0,['en'],12,"{'Massachusetts -- Intellectual life -- 20th century', 'Authors, American -- 20th century -- Biography', 'Grayson, David, 1870-1946 -- Homes and haunts -- Massachusetts -- Amherst Region', 'Amherst Region (Mass.) -- Social life and customs', 'Country life -- Massachusetts -- Amherst Region'}",david,M,1920
38,38,PG1060_text,Grass of Parnassus,"Lang, Andrew",1844.0,1912.0,['en'],20,{'Poetry'},andrew,M,1894
39,39,PG10624_text,Three John Silence Stories,"Blackwood, Algernon",1869.0,1951.0,['en'],137,"{'Supernatural -- Fiction', 'Horror tales, English', 'Paranormal fiction, English', 'Detective and mystery stories, English', 'Silence, John (Fictitious character) -- Fiction', 'Ghost stories, English', 'Psychics -- Fiction'}",algernon,M,1919
40,40,PG10625_text,A Concise Dictionary of Middle English from A.D. 1150 to 1580,"Skeat, Walter W. (Walter William)",1835.0,1912.0,['en'],344,"{'English language -- Middle English, 1100-1500 -- Dictionaries'}",walter,M,1885
41,41,PG1064_text,The Masque of the Red Death,"Poe, Edgar Allan",1809.0,1849.0,['en'],1406,"{'Horror tales, American'}",edgar,M,1859
42,42,PG1065_text,The Raven,"Poe, Edgar Allan",1809.0,1849.0,['en'],404,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",edgar,M,1859
43,43,PG10667_text,Snake and Sword: A Novel,"Wren, Percival Christopher",1885.0,1941.0,['en'],15,{'British -- India -- Fiction'},percival,M,1935
44,44,PG1066_text,William the Conqueror,"Freeman, Edward A. (Edward Augustus)",1823.0,1892.0,['en'],72,"{'Great Britain -- Kings and rulers -- Biography', 'Great Britain -- History -- William I, 1066-1087', 'William I, King of England, 1027 or 8-1087', 'Normans -- Great Britain -- Biography'}",edward,M,1873
45,45,PG10712_text,"White Jacket; Or, The World on a Man-of-War","Melville, Herman",1819.0,1891.0,['en'],153,"{'Naval discipline -- Fiction', 'Sailors -- Fiction', 'United States -- History, Naval -- 19th century -- Fiction', 'Flagellation -- Fiction', 'Warships -- Fiction', 'Sea stories'}",herman,M,1869
46,46,PG1074_text,The Sea-Wolf,"London, Jack",1876.0,1916.0,['en'],1142,"{'Arctic regions -- Fiction', 'Sealing ships -- Fiction', 'Ship captains -- Fiction', 'Sealers (Persons) -- Fiction', 'Sea stories'}",jack,M,1926
47,47,PG1075_text,The Strength of the Strong,"London, Jack",1876.0,1916.0,['en'],107,{'Socialism -- Fiction'},jack,M,1926
48,48,PG10766_text,Enquire Within Upon Everything: The Great Victorian Domestic Standby,"Philp, Robert Kemp",1819.0,1882.0,['en'],166,"{'Handbooks, vade-mecums, etc.'}",robert,M,1869
49,49,PG1076_text,The Wallet of Kai Lung,"Bramah, Ernest",1867.0,1942.0,['en'],73,"{'Fantasy fiction', 'Kai Lung (Fictitious character) -- Fiction'}",ernest,M,1917
50,50,PG1077_text,The Mirror of Kong Ho,"Bramah, Ernest",1867.0,1942.0,['en'],33,"{'Epistolary fiction', 'Humorous stories', 'England -- Fiction', 'Chinese -- England -- Fiction'}",ernest,M,1917
51,51,PG1078_text,The Scouts of the Valley,"Altsheler, Joseph A. (Joseph Alexander)",1862.0,1919.0,['en'],23,"{'Wyoming Valley (Pa.) -- Fiction', 'Chemung River Valley (N.Y. and Pa.) -- Fiction', 'Historical fiction'}",joseph,M,1912
52,52,PG107_text,Far from the Madding Crowd,"Hardy, Thomas",1840.0,1928.0,['en'],1037,"{'Didactic fiction', 'Women farmers -- Fiction', 'Love stories', 'Farm life -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Pastoral fiction', 'Wessex (England) -- Fiction'}",thomas,M,1890
53,53,PG1081_text,Dead Souls,"Gogol, Nikolai Vasilevich",1809.0,1852.0,['en'],2470,"{'Swindlers and swindling -- Russia -- Fiction', 'Humorous stories', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Satire'}",nikolai,M,1859
54,54,PG1083_text,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph",1857.0,1924.0,['en'],58,"{'Adventure stories', 'Marseille (France) -- Fiction', 'Illegal arms transfers -- Fiction', 'Young men -- Fiction', 'Sea stories'}",joseph,M,1907
55,55,PG10861_text,"Paris under the Commune: The Seventy-Three Days of the Second Siege; with Numerous Illustrations, Sketches Taken on the Spot, and Portraits (from the Original Photographs)","Leighton, John",1822.0,1912.0,['en'],128,"{'Paris (France) -- History -- Commune, 1871'}",john,M,1872
56,56,PG1086_text,A Horse's Tale,"Twain, Mark",1835.0,1910.0,['en'],159,{'Fiction'},mark,M,1885
57,57,PG1088_text,Rolf in the Woods,"Seton, Ernest Thompson",1860.0,1946.0,['en'],49,"{'Camping -- Fiction', 'Scouts (Reconnaissance) -- Fiction', 'Scouting (Reconnaissance) -- Fiction', 'Indians of North America -- Fiction'}",ernest,M,1910
58,58,PG1089_text,"Moon-Face, and Other Stories","London, Jack",1876.0,1916.0,['en'],220,"{'Short stories', 'United States -- Social life and customs -- 20th century -- Fiction'}",jack,M,1926
59,59,PG108_text,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,['en'],1740,"{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Detective and mystery stories, English'}",arthur,M,1909
60,60,PG1095_text,The Light of the Western Stars,"Grey, Zane",1872.0,1939.0,['en'],140,"{'Women pioneers -- Fiction', 'Western stories', 'New Mexico -- Fiction'}",zane,M,1922
61,61,PG1097_text,Mrs. Warren's Profession,"Shaw, Bernard",1856.0,1950.0,['en'],1086,"{'Working class women -- Great Britain -- Drama', 'Great Britain -- Social conditions -- 19th century -- Drama', 'Prostitution -- Great Britain -- Drama', 'Prostitutes -- Great Britain -- Drama'}",bernard,M,1906
62,62,PG1098_text,The Turmoil: A Novel,"Tarkington, Booth",1869.0,1946.0,['en'],69,"{'Children of the rich -- Fiction', 'Middle West -- Fiction', 'Bildungsromans', 'City and town life -- Fiction', 'Social classes -- Fiction', 'Young men -- Fiction', 'Domestic fiction'}",booth,M,1919
63,63,PG1099_text,The Riverman,"White, Stewart Edward",1873.0,1946.0,['en'],67,"{'Loggers -- Fiction', 'Conduct of life -- Fiction', 'Youth -- Conduct of life -- Fiction', 'Labor movement -- Fiction', 'Rivers -- Fiction', 'Adventure and adventurers -- Fiction'}",stewart,M,1923
64,64,PG11013_text,"Letters of a Traveller; Or, Notes of Things Seen in Europe and America","Bryant, William Cullen",1794.0,1878.0,['en'],47,"{'Europe -- Description and travel', 'Cuba -- Description and travel', 'United States -- Description and travel'}",william,M,1844
65,65,PG11030_text,"Incidents in the Life of a Slave Girl, Written by Herself","Jacobs, Harriet A. (Harriet Ann)",1813.0,1897.0,['en'],4968,"{'Jacobs, Harriet A. (Harriet Ann), 1813-1897', 'Slaves -- United States -- Biography', 'Slaves -- United States -- Social conditions', 'Women slaves -- United States -- Biography'}",harriet,F,1863
66,66,PG110_text,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",1840.0,1928.0,['en'],3595,"{'Didactic fiction', 'Children of the rich -- Fiction', 'Poor families -- Fiction', 'Women murderers -- Fiction', 'Children of clergy -- Fiction', 'Man-woman relationships -- Fiction', 'Women household employees -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Pastoral fiction', 'Wessex (England) -- Fiction', 'Rape victims -- Fiction'}",thomas,M,1890
67,67,PG11100_text,History of Modern Philosophy: From Nicolas of Cusa to the Present Time,"Falckenberg, Richard",1851.0,1920.0,['en'],43,"{'Philosophy, Modern -- History'}",richard,M,1901
68,68,PG11124_text,Northumberland Yesterday and To-day,"Terry, Jean F. (Jean Finlay)",1865.0,1951.0,['en'],35,"{'Northumberland (England) -- History', 'Northumberland (England) -- Guidebooks'}",jean,F,1915
69,69,PG11130_text,Greek in a Nutshell,"Strong, James",1822.0,1894.0,['en'],54,{'Greek language -- Grammar'},james,M,1872
70,70,PG11140_text,"Rollo at Play; Or, Safe Amusements","Abbott, Jacob",1803.0,1879.0,['en'],21,"{'Children -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction', 'Amusements -- Juvenile fiction', 'Play -- Juvenile fiction'}",jacob,M,1853
71,71,PG11193_text,Elegies and Other Small Poems,"Betham, Matilda",1776.0,1852.0,['en'],7,{'English poetry -- 18th century'},matilda,F,1826
72,72,PG111_text,Freckles,"Stratton-Porter, Gene",1863.0,1924.0,['en'],174,"{'People with disabilities -- Fiction', 'Indiana -- Fiction', 'Swamps -- Fiction', 'Orphans -- Fiction'}",gene,M,1913
73,73,PG11200_text,"The World War and What was Behind It; Or, The Story of the Map of Europe","Bénézet, Louis Paul",1878.0,1961.0,['en'],48,"{'World War, 1914-1918 -- Causes', 'Europe -- History'}",louis,M,1928
74,74,PG11231_text,"Bartleby, the Scrivener: A Story of Wall-Street","Melville, Herman",1819.0,1891.0,['en'],2368,"{'Psychological fiction', 'Copyists -- Fiction', 'Young men -- Fiction', 'Wall Street (New York, N.Y.) -- Fiction', 'New York (N.Y.) -- Fiction'}",herman,M,1869
75,75,PG11269_text,Virgie's Inheritance,"Sheldon, Georgie, Mrs.",1843.0,1926.0,['en'],24,{'American fiction -- 19th century'},georgie,F,1893
76,76,PG11354_text,The Irrational Knot: Being the Second Novel of His Nonage,"Shaw, Bernard",1856.0,1950.0,['en'],29,"{'Marriage -- Fiction', 'Social classes -- Fiction'}",bernard,M,1906
77,77,PG11371_text,The Moorland Cottage,"Gaskell, Elizabeth Cleghorn",1810.0,1865.0,['en'],69,{'England -- Social life and customs -- 19th century -- Fiction'},elizabeth,F,1860
78,78,PG113_text,The Secret Garden,"Burnett, Frances Hodgson",1849.0,1924.0,['en'],5824,"{'Gardens -- Juvenile fiction', 'People with disabilities -- Juvenile fiction', 'Yorkshire (England) -- Juvenile fiction', 'Orphans -- Juvenile fiction'}",frances,F,1899
79,79,PG11409_text,The Red Rover: A Tale,"Cooper, James Fenimore",1789.0,1851.0,['en'],104,{'Newport (R.I.) -- Fiction'},james,M,1839
80,80,PG1141_text,Selected Poems of Oscar Wilde,"Wilde, Oscar",1854.0,1900.0,['en'],148,{'Poetry'},oscar,M,1904
81,81,PG1142_text,Typhoon,"Conrad, Joseph",1857.0,1924.0,['en'],354,"{'Ship captains -- Fiction', 'Adventure stories', 'Typhoons -- Fiction', 'Sea stories'}",joseph,M,1907
82,82,PG11438_text,The Willows,"Blackwood, Algernon",1869.0,1951.0,['en'],739,{'Horror tales'},algernon,M,1919
83,83,PG1144_text,In the Cage,"James, Henry",1843.0,1916.0,['en'],251,"{'Didactic fiction', 'Telegraphers -- Fiction'}",henry,M,1893
84,84,PG1145_text,Rupert of Hentzau: From The Memoirs of Fritz Von Tarlenheim: Sequel to The Prisoner of Zenda,"Hope, Anthony",1863.0,1933.0,['en'],100,"{'Adventure stories', 'Impostors and imposture -- Fiction', 'British -- Foreign countries -- Fiction'}",anthony,M,1913
85,85,PG11496_text,Poetry,"Quiller-Couch, Arthur",1863.0,1944.0,['en'],16,{'Poetry'},arthur,M,1913
86,86,PG11522_text,Deadly Pollen,"Oliver, Stephen",1950.0,,['en'],25,{'Poetry'},stephen,M,2000
87,87,PG11534_text,The Lions of the Lord: A Tale of the Old West,"Wilson, Harry Leon",1867.0,1939.0,['en'],52,"{'Mormon pioneers -- Fiction', 'Historical fiction', 'Western stories'}",harry,M,1917
88,88,PG1154_text,The Voyages of Doctor Dolittle,"Lofting, Hugh",1886.0,1947.0,['en'],359,"{'Voyages and travels -- Juvenile fiction', 'Fantasy literature', 'Animals -- Juvenile fiction', 'Human-animal communication -- Juvenile fiction'}",hugh,M,1936
89,89,PG1155_text,The Secret Adversary,"Christie, Agatha",1890.0,1976.0,['en'],1970,"{'Detective and mystery stories', 'Missing persons -- Fiction', 'Beresford, Tommy (Fictitious character) -- Fiction', 'Married people -- Fiction', 'Private investigators -- England -- Fiction', 'Domestic fiction', 'Beresford, Tuppence (Fictitious character) -- Fiction'}",agatha,F,1940
90,90,PG1156_text,Babbitt,"Lewis, Sinclair",1885.0,1951.0,['en'],686,"{'Satire', 'Psychological fiction', 'Businessmen -- Fiction', 'Conformity -- Fiction', 'Middle-aged men -- Fiction'}",sinclair,M,1935
91,91,PG11574_text,Master Skylark: A Story of Shakspere's Time,"Bennett, John",1865.0,1956.0,['en'],34,"{'Historical fiction', 'Shakespeare, William, 1564-1616 -- Juvenile fiction', 'England -- Juvenile fiction'}",john,M,1915
92,92,PG1158_text,Penrod and Sam,"Tarkington, Booth",1869.0,1946.0,['en'],61,"{'Boys -- Fiction', 'Bildungsromans', 'Middle West -- Fiction', 'Male friendship -- Fiction', 'Humorous stories'}",booth,M,1919
93,93,PG1162_text,The Jacket (The Star-Rover),"London, Jack",1876.0,1916.0,['en'],259,"{'Paranormal fiction', 'Death row inmates -- Fiction', 'California State Prison at San Quentin -- Fiction', 'Reincarnation -- Fiction', 'Prisoners -- Fiction', 'Psychological fiction', 'San Quentin (Calif.) -- Fiction', 'Astral projection -- Fiction'}",jack,M,1926
94,94,PG1164_text,The Iron Heel,"London, Jack",1876.0,1916.0,['en'],522,"{'Socialism -- Fiction', 'Revolutions -- Fiction', 'Political fiction', 'Oligarchy -- Fiction', 'Science fiction', 'Revolutionaries -- Fiction', 'Dystopias -- Fiction'}",jack,M,1926
95,95,PG11668_text,The Gold Hunters: A Story of Life and Adventure in the Hudson Bay Wilds,"Curwood, James Oliver",1878.0,1927.0,['en'],26,"{'Gold mines and mining -- Fiction', 'Hudson Bay -- Fiction'}",james,M,1928
96,96,PG11673_text,Stickeen,"Muir, John",1838.0,1914.0,['en'],107,"{'Stickeen (Dog)', 'Dogs -- Alaska -- Anecdotes', 'Muir, John, 1838-1914'}",john,M,1888
97,97,PG1167_text,A Strange Disappearance,"Green, Anna Katharine",1846.0,1935.0,['en'],227,"{'Women household employees -- Fiction', 'Missing persons -- Fiction', 'Mystery fiction', 'Police -- New York (State) -- New York -- Fiction', 'New York (N.Y.) -- Fiction'}",anna,F,1896
98,98,PG1168_text,The Pool in the Desert,"Duncan, Sara Jeannette",1861.0,1922.0,['en'],26,"{'British -- India -- Fiction', 'India -- Social life and customs -- Fiction', 'Women -- India -- Fiction'}",sara,F,1911
99,99,PG11753_text,"Experimental Determination of the Velocity of Light: Made at the U.S. Naval Academy, Annapolis","Michelson, Albert A. (Albert Abraham)",1852.0,1931.0,['en'],64,{'Light -- Speed'},albert,M,1902
100,100,PG1184_text,"The Count of Monte Cristo, Illustrated","Dumas, Alexandre",1802.0,1870.0,['en'],9125,"{'Adventure stories', 'Revenge -- Fiction', 'Dantès, Edmond (Fictitious character) -- Fiction', 'Prisoners -- Fiction', 'Pirates -- Fiction', 'Historical fiction', 'France -- History -- 19th century -- Fiction'}",alexandre,M,1852
101,101,PG11867_text,The Alaskan,"Curwood, James Oliver",1878.0,1927.0,['en'],27,{'Alaska -- Fiction'},james,M,1928
102,102,PG11897_text,On the Indian Sect of the Jainas,"Bühler, Georg",1837.0,1898.0,['en'],13,"{'Jainism', 'Jaina sects'}",georg,M,1887
103,103,PG11935_text,Mysticism in English Literature,"Spurgeon, Caroline F. E. (Caroline Frances Eleanor)",1869.0,1942.0,['en'],217,"{'Mysticism -- Great Britain', 'Mysticism in literature', 'English literature -- History and criticism'}",caroline,F,1919
104,104,PG11937_text,"The Symbolism of Freemasonry: Illustrating and Explaining Its Science and Philosophy, Its Legends, Myths and Symbols","Mackey, Albert Gallatin",1807.0,1881.0,['en'],1267,{'Freemasonry -- Symbolism'},albert,M,1857
105,105,PG1193_text,The Coxon Fund,"James, Henry",1843.0,1916.0,['en'],32,{'Fiction'},henry,M,1893
106,106,PG11945_text,Essays of Schopenhauer,"Schopenhauer, Arthur",1788.0,1860.0,['en'],967,"{'Philosophy, German'}",arthur,M,1838
107,107,PG11951_text,"A Popular History of France from the Earliest Times, Volume 1","Guizot, François",1787.0,1874.0,['en'],97,{'France -- History'},fran,F,1837
108,108,PG11952_text,"A Popular History of France from the Earliest Times, Volume 2","Guizot, François",1787.0,1874.0,['en'],82,{'France -- History'},fran,F,1837
109,109,PG11953_text,"A Popular History of France from the Earliest Times, Volume 3","Guizot, François",1787.0,1874.0,['en'],65,{'France -- History'},fran,F,1837
110,110,PG11954_text,"A Popular History of France from the Earliest Times, Volume 4","Guizot, François",1787.0,1874.0,['en'],93,{'France -- History'},fran,F,1837
111,111,PG11955_text,"A Popular History of France from the Earliest Times, Volume 5","Guizot, François",1787.0,1874.0,['en'],46,{'France -- History'},fran,F,1837
112,112,PG11956_text,"A Popular History of France from the Earliest Times, Volume 6","Guizot, François",1787.0,1874.0,['en'],72,{'France -- History'},fran,F,1837
113,113,PG1196_text,The Purse,"Balzac, Honoré de",1799.0,1850.0,['en'],54,{'French fiction -- Translations into English'},honor,F,1849
114,114,PG1197_text,"Taras Bulba, and Other Tales","Gogol, Nikolai Vasilevich",1809.0,1852.0,['en'],1472,"{'Short stories', 'Russia -- Fiction'}",nikolai,M,1859
115,115,PG1198_text,Robbery under Arms: A Story of Life and Adventure in the Bush and in the Australian Goldfields,"Boldrewood, Rolf",1826.0,1915.0,['en'],55,"{'Frontier and pioneer life -- Australia -- Fiction', 'Australia -- Gold discoveries -- Fiction', 'Gold mines and mining -- Australia -- Fiction', 'Bushrangers -- Australia -- Fiction'}",rolf,M,1876
116,116,PG119_text,A Tramp Abroad,"Twain, Mark",1835.0,1910.0,['en'],1083,"{'Europe -- Fiction', 'Americans -- Europe -- Fiction', 'Walking -- Fiction', 'Humorous stories'}",mark,M,1885
117,117,PG1203_text,Dolly Dialogues,"Hope, Anthony",1863.0,1933.0,['en'],33,"{'Manners and customs -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction'}",anthony,M,1913
118,118,PG1208_text,South Sea Tales,"London, Jack",1876.0,1916.0,['en'],137,"{'Short stories', 'Oceania -- Fiction'}",jack,M,1926
119,119,PG120_text,Treasure Island,"Stevenson, Robert Louis",1850.0,1894.0,['en'],8275,"{'Pirates -- Fiction', 'Treasure troves -- Fiction', 'Treasure Island (Imaginary place) -- Fiction', 'Sea stories'}",robert,M,1900
120,120,PG12101_text,A Social History of the American Negro: Being a History of the Negro Problem in the United States. Including A History and Study of the Republic of Liberia,"Brawley, Benjamin Griffith",1882.0,1939.0,['en'],81,"{'African Americans -- Social conditions', 'United States -- Race relations', 'Slavery -- United States -- History', 'African Americans -- History', 'Liberia -- History'}",benjamin,M,1932
121,121,PG1212_text,Love and Freindship [sic],"Austen, Jane",1775.0,1817.0,['en'],608,"{'Essays', 'Epistolary fiction', 'England -- Social life and customs -- 18th century -- Fiction'}",jane,F,1825
122,122,PG1214_text,The Street of Seven Stars,"Rinehart, Mary Roberts",1876.0,1958.0,['en'],84,"{'Violinists -- Fiction', 'Americans -- Austria -- Fiction', 'Love stories', 'Young women -- Fiction', 'Vienna (Austria) -- Fiction'}",mary,F,1926
123,123,PG1217_text,Penelope's Experiences in Scotland: Being Extracts from the Commonplace Book of Penelope Hamilton,"Wiggin, Kate Douglas Smith",1856.0,1923.0,['en'],41,{'Scotland -- Fiction'},kate,F,1906
124,124,PG12186_text,"The Principles of Masonic Law: A Treatise on the Constitutional Laws, Usages and Landmarks of Freemasonry","Mackey, Albert Gallatin",1807.0,1881.0,['en'],506,"{'Freemasons -- Legal status, laws, etc.'}",albert,M,1857
125,125,PG1218_text,The Adventures of Jimmie Dale,"Packard, Frank L. (Frank Lucius)",1877.0,1942.0,['en'],56,"{'Fiction', 'Detective and mystery stories'}",frank,M,1927
126,126,PG121_text,Northanger Abbey,"Austen, Jane",1775.0,1817.0,['en'],3800,"{'Gentry -- England -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Satire', 'Love stories', 'Young women -- Fiction', 'Books and reading -- Fiction', 'England -- Fiction', 'Gothic fiction', 'Marriage -- Economic aspects -- Fiction', 'Horror tales -- Appreciation -- Fiction'}",jane,F,1825
127,127,PG1223_text,Ursula,"Balzac, Honoré de",1799.0,1850.0,['en'],28,"{'France -- Social life and customs -- 19th century -- Fiction', 'Biographical fiction', 'French fiction -- Translations into English', 'Paris (France) -- Fiction'}",honor,F,1849
